,Category,sub1,sub2,Role,Exp,Range,Display Role
114,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Manufacturing_Quality_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,5 - 10 years,08 - 25,Manufacturing Quality in Quality & Compliance
115,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Manufacturing_Quality_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,10 - 15 years,25 - 45,Manufacturing Quality in Quality & Compliance
116,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Manufacturing_Quality_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,15 - 25 years,40 - 110,Manufacturing Quality in Quality & Compliance
117,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Manufacturing_Quality_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,25+ years,80 - 130,Manufacturing Quality in Quality & Compliance
118,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Assurance_and_Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,3 - 5 years,06 - 15,Quality Assurance and Regulatory Affairs in Quality & Compliance
119,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Assurance_and_Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,5 - 10 years,15 - 35,Quality Assurance and Regulatory Affairs in Quality & Compliance
120,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Assurance_and_Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,10 - 15 years,28 - 50,Quality Assurance and Regulatory Affairs in Quality & Compliance
121,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Assurance_and_Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,15 - 25 years,50 - 150,Quality Assurance and Regulatory Affairs in Quality & Compliance
122,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Assurance_and_Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,25+ years,65 - 180,Quality Assurance and Regulatory Affairs in Quality & Compliance
123,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Control_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,3 - 5 years,05 - 20,Quality Control in Quality & Compliance
124,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Control_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,5 - 10 years,07 - 30,Quality Control in Quality & Compliance
125,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Control_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,10 - 15 years,25 - 80,Quality Control in Quality & Compliance
126,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Control_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,15 - 25 years,45 - 150,Quality Control in Quality & Compliance
127,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Quality_Control_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,25+ years,60 - 200,Quality Control in Quality & Compliance
128,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Production_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,3 - 5 years,07 - 15,Production in Operations
129,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Production_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,5 - 10 years,15 - 30,Production in Operations
130,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Production_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,10 - 15 years,40 - 60,Production in Operations
131,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Production_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,15 - 25 years,65 - 95,Production in Operations
132,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Production_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,25+ years,100 - 200,Production in Operations
133,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Engineering_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,5 - 10 years,12 - 25,Engineering in Operations
134,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Engineering_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,10 - 15 years,30 - 50,Engineering in Operations
135,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Engineering_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,15 - 25 years,50 - 85,Engineering in Operations
136,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Engineering_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,25+ years,90 - 130,Engineering in Operations
137,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,"Environment,_Health_and_Safety_(EHS)_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations",5 - 10 years,20 - 30,"Environment, Health and Safety (EHS) in Operations"
138,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,"Environment,_Health_and_Safety_(EHS)_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations",10 - 15 years,25 - 50,"Environment, Health and Safety (EHS) in Operations"
139,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,"Environment,_Health_and_Safety_(EHS)_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations",15 - 25 years,55 - 75,"Environment, Health and Safety (EHS) in Operations"
140,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,"Environment,_Health_and_Safety_(EHS)_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations",25+ years,85 - 140,"Environment, Health and Safety (EHS) in Operations"
141,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Operation_Excellence_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,5 - 10 years,15 - 35,Operation Excellence in Operations
142,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Operation_Excellence_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,10 - 15 years,25 - 50,Operation Excellence in Operations
143,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Operation_Excellence_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,15 - 25 years,45 - 70,Operation Excellence in Operations
144,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Operation_Excellence_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,25+ years,65 - 85,Operation Excellence in Operations
145,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Contract_Manufacturing_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,5 - 10 years,10 - 30,Contract Manufacturing in Operations
146,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Contract_Manufacturing_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,10 - 15 years,30 - 55,Contract Manufacturing in Operations
147,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Contract_Manufacturing_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,15 - 25 years,50 - 70,Contract Manufacturing in Operations
148,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Operations,Contract_Manufacturing_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Operations,25+ years,75 - 130,Contract Manufacturing in Operations
149,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Direct_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,5 - 10 years,22 - 50,Direct Procurement in Procurement & Supply Chain
150,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Direct_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,10 - 15 years,50 - 80,Direct Procurement in Procurement & Supply Chain
151,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Direct_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,15 - 25 years,75 - 100,Direct Procurement in Procurement & Supply Chain
152,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Direct_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,25+ years,90 - 160,Direct Procurement in Procurement & Supply Chain
153,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Indirect_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,5 - 10 years,20 - 40,Indirect Procurement in Procurement & Supply Chain
154,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Indirect_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,10 - 15 years,35 - 65,Indirect Procurement in Procurement & Supply Chain
155,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Indirect_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,15 - 25 years,65 - 90,Indirect Procurement in Procurement & Supply Chain
156,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Indirect_Procurement_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,25+ years,85 - 140,Indirect Procurement in Procurement & Supply Chain
157,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Supply_Chain_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,3 - 5 years,15 - 25,Supply Chain in Procurement & Supply Chain
158,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Supply_Chain_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,5 - 10 years,24 - 60,Supply Chain in Procurement & Supply Chain
159,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Supply_Chain_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,10 - 15 years,50 - 75,Supply Chain in Procurement & Supply Chain
160,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Supply_Chain_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,15 - 25 years,70 - 95,Supply Chain in Procurement & Supply Chain
161,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Supply_Chain_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,25+ years,98 - 170,Supply Chain in Procurement & Supply Chain
162,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Logistics_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,3 - 5 years,08 - 18,Logistics in Procurement & Supply Chain
163,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Logistics_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,5 - 10 years,17 - 30,Logistics in Procurement & Supply Chain
164,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Logistics_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,10 - 15 years,27 - 45,Logistics in Procurement & Supply Chain
165,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Logistics_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,15 - 25 years,42 - 70,Logistics in Procurement & Supply Chain
166,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Logistics_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,25+ years,67 - 110,Logistics in Procurement & Supply Chain
167,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Planning_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,3 - 5 years,09 - 22,Planning in Procurement & Supply Chain
168,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Planning_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,5 - 10 years,20 - 40,Planning in Procurement & Supply Chain
169,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Planning_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,10 - 15 years,35 - 65,Planning in Procurement & Supply Chain
170,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Planning_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,15 - 25 years,60 - 100,Planning in Procurement & Supply Chain
171,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Procurement & Supply Chain,Planning_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Procurement_and_Supply_Chain,25+ years,95 - 150,Planning in Procurement & Supply Chain
172,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Clinical_Operations_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,3 - 5 years,08 - 15,Clinical Operations in Research & Development
173,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Clinical_Operations_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,5 - 10 years,15 - 35,Clinical Operations in Research & Development
174,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Clinical_Operations_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,10 - 15 years,40 - 70,Clinical Operations in Research & Development
175,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Clinical_Operations_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,15 - 25 years,70 - 95,Clinical Operations in Research & Development
176,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Clinical_Operations_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,25+ years,90 - 125,Clinical Operations in Research & Development
177,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Technical_RandD_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,3 - 5 years,08 - 16,Technical R&D in Research & Development
178,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Technical_RandD_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,5 - 10 years,20 - 35,Technical R&D in Research & Development
179,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Technical_RandD_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,10 - 15 years,30 - 60,Technical R&D in Research & Development
180,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Technical_RandD_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,15 - 25 years,70 - 110,Technical R&D in Research & Development
181,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Research & Development,Technical_RandD_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Research_and_Development,25+ years,100 - 160,Technical R&D in Research & Development
